N,P,K,temperature,humidity,ph,rainfall,crop
252.7096758830819,38.130846967244565,94.65563106963054,26.98161714019745,66.08289099032362,6.119055232572656,744.1385059120846,maize
133.4594429032495,86.63642416770065,111.9638333700245,33.22537242923169,58.99599826583848,7.3142987709709,906.7075979678949,cotton
198.47313551779334,26.016675644141127,87.5304572281708,20.678280051592843,60.92284410740382,6.252926733756099,2621.1066615636655,rice
220.30397396924553,50.74097511688326,56.40442431584238,23.808908566310215,79.09743193443809,7.184237846271417,751.4986114133413,maize
299.4955255610858,57.771585280131376,86.13924491083063,20.563754966509272,75.9416712876516,7.125802018260155,799.9153019858392,maize
110.3327532121196,87.70255136293612,96.3704780670528,34.44765729882428,56.99294781354823,6.118370254357994,825.2720676550467,cotton
93.62691106395548,46.862927823711985,81.62461607230347,23.42964208255194,83.50952395420498,6.736256480915792,1716.325436065681,rice
147.31255658424635,55.0661441063338,72.27862929699177,31.58477587603459,78.20572253891977,7.2043630006370805,2103.813677548971,rice
255.61196521488353,40.64820807544554,48.18228853520618,21.340152284506406,50.86348028940017,7.010274511347238,686.0928654060394,maize
165.62123830355938,95.20793472468742,84.82554670233003,15.14544665667882,50.517626764197914,6.88487653028195,528.4488090199465,wheat
279.35455631201177,77.47603118288211,48.82440885574228,25.139894891598107,73.5095903822343,6.29308556464254,686.626010068362,maize
297.00488629282154,54.63090469964348,59.72509661725049,29.265876251614944,64.76348879238614,6.0164887765979165,637.7407268714784,maize
169.20687584366587,37.595134675614716,48.32963035896461,26.334008543167258,57.204368563345795,5.651726656217328,538.6639165731948,maize
221.09424603943086,63.37788692605136,50.33919227209779,26.408747448032145,55.45640253197435,6.191334566647726,769.0365229718036,maize
114.16083874213975,44.43512668785278,67.23815226603605,26.922890188086708,40.81737232532958,5.922337657680411,739.2951695159793,cotton
162.84737943552383,21.572485593643957,103.95283191272341,26.911681520490887,67.22168014420274,6.228539722096151,2006.834541709714,rice
104.8862367883891,53.843882407360184,108.37207678758368,31.279003894909078,41.63518063897744,7.683946560266943,1060.4362002659066,cotton
138.7618388152817,70.9127385765148,82.13481837418635,32.48259690383658,43.690420387127546,6.0233733083417755,785.236051395691,cotton
157.0679668707642,84.76034188435997,90.70064652693996,29.62534716133148,54.94941876267513,5.591708007226495,726.2184721720104,cotton
186.37057554520945,43.46216154746905,62.63704978627736,25.321134852653156,53.21516034019328,6.394824733646909,659.7851799365069,maize
117.96431977288768,94.52636403699475,109.35924535540487,15.200711977777264,49.66237496749535,6.317172010494817,515.4994704355829,wheat
144.45278501822574,43.47364472083517,99.6351579347464,30.186534787167346,87.62099335125684,6.496884397858114,1173.8405761748475,rice
196.88758619974018,78.53891523344559,85.60967258978462,19.316595462296796,43.82740908386691,6.425663858698087,522.616459279727,wheat
112.22873113474657,52.29788641922541,69.64088239557334,34.8651524879298,52.11549638713774,6.093066979339986,650.8912363102019,cotton
106.41869965293138,66.22556947851274,84.6238096193797,26.865670240513058,45.701903373876945,5.933433988236887,1048.3827123132126,cotton
229.82606888409703,90.85360354746399,75.79028270449399,24.823786169086063,43.36116706504157,6.596783398568612,643.8940866550738,wheat
185.74190342048496,63.998954683014205,126.94929331919369,16.70887587390066,60.05929659773293,7.394063983691378,561.3525786027859,wheat
136.36145986226205,55.74184123696018,111.06200424416326,16.870437485575234,49.71037709212731,6.638154657924625,551.522075736891,wheat
142.60715460412686,42.591176841121346,80.19625669163523,27.88630553240256,51.624764428452245,5.885906788185506,840.5700509274087,cotton
164.7899556683708,52.732032738188195,100.89016333343577,26.34414676938974,41.267499409455354,7.974900580974863,761.1769224873615,cotton
121.86419198515944,57.18116576991304,106.44955262301833,31.403417898345296,80.84735592127456,6.443152377100317,1823.681828294537,rice
101.74796793987922,22.6598506946711,99.28965194320472,34.47540365999769,64.35040282199407,6.961734950407289,2876.6809136420757,rice
116.13018560381957,48.18279714328523,69.85594787585958,30.74473113179912,56.83657553516544,5.849430941565724,997.6336559299451,cotton
231.58008112196623,69.62225537113177,131.65994394715773,23.14574720231382,59.955916620886,6.784598137153679,521.7660968247005,wheat
212.14140702643766,75.13601950462396,73.22126951468172,19.391349085702185,51.30833288274722,6.69401967850441,510.2755748328284,wheat
154.90855950967904,24.675921628334564,115.18656988907802,33.49361859911853,73.4361927480624,6.587105722227977,2812.944221929094,rice
149.60582047428107,66.67305459881608,113.63355498305745,31.27708053071418,46.69811229314172,5.848180181658468,997.0125946351479,cotton
169.27355510872124,21.341297389431176,85.59117478970532,31.82895816836796,65.30862079064629,6.123444135591097,1496.9782796289314,rice
93.27580843462486,53.85809166938073,50.1990929865586,31.43688028611036,90.68679728666123,6.184163497431815,2642.5146093440258,rice
258.33788525895994,66.00182682730372,78.46885797311784,23.972872905603673,73.91886097338661,5.799834854697547,568.7754185697925,maize
177.23965752021385,75.42252806668142,75.00350768596724,26.939484444671002,66.28173330042789,6.0035981178139055,603.7087980511758,maize
237.9344748025196,55.2944339442233,76.68725412607887,24.0085141676364,63.86017410932398,7.39456667922363,546.0054209348241,maize
204.49762358153384,96.12496905886479,120.72386343133986,15.181101838208406,66.16371726832455,7.398177423725419,563.0266367178418,wheat
158.91553884997782,86.71835073845074,115.53411077440657,26.525390429142615,51.525767203336265,7.01678761595714,812.065335651193,cotton
109.97301449626134,86.04209413086862,112.1937817237277,29.508393714041322,42.264760916815106,7.962102997405836,1019.449043222967,cotton
126.81577933167208,80.14267242990057,60.27792138027617,30.188380571260723,51.82550871489859,6.497506759675326,627.3808194110156,cotton
127.7076795492769,57.34766009481139,104.25007488658491,28.334991716911443,47.96337387181887,6.843489007344807,1059.9278082063802,cotton
176.45804797593348,54.91838863697399,65.13552697027288,24.522179408898072,56.738144688199455,6.404879032265387,542.2571061139399,maize
101.96416848825004,83.17686860083553,67.80359668697514,24.148459010681,50.871816973498994,6.870882525417065,576.452857583906,wheat
249.5311377768921,75.10975051656213,109.53850173200438,24.61070317469455,44.45988183259339,6.621936185590536,467.06993361572876,wheat
180.7709460723011,39.534386033183324,42.192980070885696,20.670764773884276,72.49881411197534,5.919811186191172,769.4162868322142,maize
167.99332521220413,76.219513466379,94.07627469382282,19.720669451099994,56.94523399787849,6.098562959142528,605.105523339002,wheat
279.2678431520276,77.30577310668164,62.398558976785175,24.00763060875326,66.78920993924653,5.810480491861425,554.5784391485813,maize
112.49220778929524,75.79861144236988,99.53543651460907,27.70744673143554,52.87999086478031,6.521835427745241,612.6931778301724,cotton
152.95658066315463,35.205429099228695,87.99496512239136,20.270959925034834,56.659164857988486,5.962149593176143,701.5678230796185,maize
119.45377527995632,76.11334659278296,111.34178808637714,26.785446620543336,53.054922157037495,6.095456952616816,649.7206963796726,cotton
123.45181842088107,84.81679092605599,60.780115410644164,33.30219864566992,47.943670592369095,7.170212841426615,702.4921477079105,cotton
149.96498731636308,36.85698202369991,111.41373688615799,21.28262796281702,67.27601893011095,5.553064407747639,1362.8708701795947,rice
238.54424137722117,43.403182041143815,77.44893447094805,28.17443561738441,60.25452055093628,6.018846866862585,613.90772245018,maize
193.8143968354588,50.54423176639043,51.2090540613162,26.141174782868607,79.3216513298193,6.372253058270633,1588.9315190838354,rice
213.78202567038502,31.12346541600587,56.12064156309677,28.68467975897913,64.62293594748542,7.289104453788183,739.9565767841946,maize
275.23953551989484,79.22010903517761,71.54141093816115,25.41634214660867,69.00434659478442,6.015775370866405,541.8068222218473,maize
94.13012994681694,43.06065902057014,61.92441765497648,22.57518928772455,69.53075642817791,5.536781353094933,2828.597613120998,rice
81.31949943901766,25.47542520275229,112.0014913478484,28.3126700377369,82.79971359231524,7.159483607414403,1412.8425435212064,rice
176.30569179351744,75.72059729624799,65.12623149352439,28.738900775625154,67.92239306510925,6.701033720867307,699.5110023638766,maize
210.70504246395558,54.139933396256325,110.31521094663881,18.831385282494974,55.567531158485124,6.070448950162582,483.2566737512159,wheat
157.52367241473962,54.856085781158754,93.98427841781384,27.45349109681321,47.78591228083953,6.22173434192675,777.8363582324746,cotton
